ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT,image
0.9988147020339966,2.6675895696826046e-06,2.1705486688006204e-06,6.2898657233745325e-06,2.6785469675605356e-11,0.0001556186325615272,8.23482041596435e-05,0.000936071970500052,img_06135.jpg
1.0,1.1724996821160186e-14,1.2140214659488384e-22,3.329701762252204e-27,0.0,1.7154914371582157e-24,6.170836023624685e-28,1.8138134223744107e-12,img_03879.jpg
0.9896341562271118,1.3441205055642058e-06,0.0018745874986052513,0.001648399978876114,2.383757904608763e-12,0.006838392466306686,1.789734369594953e-06,1.3878280924473074e-06,img_07418.jpg
0.004078650381416082,0.0013082033256068826,0.0005397787317633629,1.2419090126059018e-05,3.253532909752721e-08,2.2597275801672367e-06,5.435498314909637e-05,0.9940043091773987,img_07233.jpg
0.9922035932540894,0.0014520676340907812,0.003549768589437008,0.00018597309826873243,7.718867323092127e-09,0.0009925439953804016,7.398637535516173e-05,0.0015421317657455802,img_06619.jpg
0.9999873042106628,2.815560939950501e-08,5.950599713498705e-13,1.1445767327900123e-14,1.5129277796694968e-21,7.692365215916652e-07,1.066299758450788e-13,1.1988865480816457e-05,img_07671.jpg
0.05162040889263153,9.079391020350158e-05,0.08445858955383301,0.00011741850175894797,2.5938676206926914e-10,0.0012991039548069239,1.9812998175439134e-07,0.8624134659767151,img_02113.jpg
6.85391278238967e-05,3.6052322238688816e-10,3.118451677441847e-11,4.590589586521594e-14,4.722828735529894e-17,0.9999314546585083,1.398635651739255e-10,2.7975233241051e-09,img_04652.jpg
0.9999739527702332,1.1376578186172992e-06,6.960741705253071e-11,1.7922032130926469e-12,4.182278116627311e-18,1.3023197425354738e-05,8.871415407840644e-11,1.1896266187250149e-05,img_03264.jpg
0.9999304413795471,5.4250758694252e-06,2.367419256188441e-07,6.9034729044403775e-09,3.776495548300351e-15,5.658304871758446e-05,6.990678702578634e-09,7.360686595347943e-06,img_02178.jpg
1.6451307871534482e-08,1.4682363397994225e-13,2.134944214213859e-15,3.4960403983656102e-15,2.1034108255381568e-19,2.830862488867325e-10,1.0,3.686571048433507e-09,img_05126.jpg
4.6894865768365435e-09,2.167130919161764e-09,1.7000041999115645e-11,9.204072779541578e-14,9.575833339103467e-22,9.88314824131118e-15,4.433861301521942e-15,1.0,img_00900.jpg
0.9825114607810974,0.007547438156829382,2.839937179521801e-05,1.7660026514931815e-05,1.6399425623005468e-08,0.0007927738964402428,0.0010909691753984891,0.008011289846156918,img_01354.jpg
0.9977105259895325,8.12414800748229e-05,5.1376042392803356e-05,0.00010746430780272931,8.56629437523404e-12,0.0020353267900645733,1.1596703330951641e-07,1.3905827472626697e-05,img_00544.jpg
0.006229768507182598,0.0004925339017063379,4.327665010350756e-06,4.068286671099486e-06,4.028211542106419e-09,2.6044845071737655e-05,3.2069156077341177e-06,0.9932399988174438,img_05329.jpg
5.845478881383315e-06,2.735810689102891e-09,0.999282956123352,6.167718787954135e-13,5.588231259841519e-15,1.5953747833918897e-07,8.784801358574512e-11,0.0007110019214451313,img_00352.jpg
0.9956202507019043,0.00024269720597658306,1.9621773390099406e-05,9.932637112797238e-07,8.699907114162464e-12,1.6628819139441475e-05,2.892504653573269e-07,0.0040995413437485695,img_03188.jpg
0.9999493956565857,5.579451226367382e-06,2.961698737635743e-05,7.891153330774614e-08,6.242689064251891e-14,2.3543855149910087e-06,2.8676768693003396e-07,1.2631417121156119e-05,img_06462.jpg
0.9992989301681519,0.0003569202117432724,3.706689634341842e-06,1.2277651739722728e-07,1.3444376516994294e-11,0.0002820963199496873,9.994804526930468e-07,5.727653798714982e-05,img_00041.jpg
7.122303213691339e-05,1.3771738849754911e-05,1.5599574680891237e-06,1.9959074393227638e-07,3.732407438672425e-10,5.243904865892546e-07,3.0063492886256427e-06,0.9999097585678101,img_06819.jpg
0.9999956488609314,2.952836439362727e-06,3.908861515716788e-12,4.053799216308107e-07,7.178119551840028e-20,1.0204004183833604e-06,5.684232529112876e-10,7.568318416417696e-09,img_06693.jpg
0.9999999403953552,3.420284855337741e-08,3.7199301798629403e-13,9.177703597096354e-10,1.0376066557797453e-23,1.836978485991736e-11,2.0763568510764104e-15,1.2135273896873855e-09,img_07228.jpg
0.00032263656612485647,3.8102421967778355e-05,5.79533860900483e-08,1.4038714191144663e-08,1.174224693173409e-11,2.7086494469585887e-07,1.331026400208657e-08,0.9996389150619507,img_04281.jpg
0.7969537377357483,0.0007056418107822537,3.40084261551965e-05,1.0722039860411314e-06,1.183069309185214e-09,0.2017042338848114,1.2969096133019775e-05,0.0005882473196834326,img_04366.jpg
0.9765007495880127,4.819002788281068e-05,0.0012358921812847257,5.051495008956408e-07,1.003064038079815e-11,7.669792694287025e-07,2.0497579100720031e-07,0.02221372164785862,img_05480.jpg
6.7887963268731255e-06,2.583217792562209e-05,4.149100507611081e-10,1.0204412315140132e-10,1.1348692269947096e-14,1.0532600347445964e-09,2.0393458033396428e-09,0.9999673366546631,img_05680.jpg
1.3059272774285091e-08,1.6440493411096213e-10,8.054186251315112e-14,1.78959443970653e-14,4.1748579756604656e-17,3.414520888256334e-10,0.9999991655349731,8.287660762107407e-07,img_03241.jpg
0.9898491859436035,0.008268962907895628,0.00013269335889493084,2.787532341933242e-07,3.9297715158646445e-11,0.0006625538513911567,1.7438607298287462e-06,0.0010845824771017476,img_01362.jpg
0.7744461297988892,0.2250329554080963,1.04179571280838e-06,1.0493749869056046e-08,2.848242692046754e-12,0.00018890741921495646,1.6729747187582689e-07,0.0003308161103632301,img_05973.jpg
0.8202428817749023,0.0168521199375391,0.001052548410370946,0.00037754065124318004,1.0459024224473978e-06,0.1504492610692978,0.0018018807750195265,0.00922264251857996,img_04032.jpg
9.146133850279625e-11,3.1887472662361915e-09,4.517324116496118e-16,1.4341715419632822e-21,1.7312860656693332e-26,2.234710315692647e-18,1.34302145396941e-15,1.0,img_07338.jpg
0.9688428640365601,0.0005545236654143082,4.2573599500883574e-05,2.765249541880621e-05,3.467660740844036e-08,0.006669425682048313,1.4471107874669542e-05,0.02384842187166214,img_03363.jpg
1.5970928870965328e-05,4.353504969717957e-12,5.2033918840344094e-11,0.9999840259552002,8.558563794508269e-19,1.3193650616472064e-08,1.2388692294251769e-09,1.6388562382174686e-11,img_07830.jpg
0.9997712075710297,1.541024357720744e-05,9.540047760658865e-07,5.265483237759661e-07,6.073503508048617e-14,0.00020382549155328888,3.411460269830968e-07,7.677773965042434e-06,img_06153.jpg
0.14993127435445786,0.0059336463891668245,0.00011153818059028708,0.00586684023289763,1.1549354361761743e-07,0.83748859167099,9.199318333230622e-05,0.0005759957421105355,img_03383.jpg
0.00010376281716162339,0.9998828172683716,6.291107723654932e-08,8.918855876061116e-09,3.8633033404289474e-12,7.552894309981184e-09,1.6833014981898486e-08,1.33387693495024e-05,img_05351.jpg
0.9992252588272095,6.812721403548494e-05,1.3565775702772953e-07,6.58586785107218e-09,6.242145472387661e-13,0.0005842873943038285,3.6554030202751164e-07,0.0001218201286974363,img_01314.jpg
0.9984270334243774,9.309585584560409e-05,1.0191495647404736e-07,1.6676891811950867e-10,2.1413355436690137e-14,0.0014778933255001903,1.228917057005674e-07,1.7153364524347126e-06,img_07527.jpg
2.354297645723591e-09,6.304237947646341e-12,1.0,2.057387759980887e-15,1.508423817584856e-19,8.252135140583011e-14,5.147764809906863e-15,1.5038431611102965e-09,img_03727.jpg
0.9953742325305939,4.522190727129782e-05,6.563810561743821e-08,4.812757325112216e-06,1.7124667535514584e-14,0.003166435957837166,2.2248690667581172e-09,0.0014092180354055017,img_06260.jpg
2.286863605149847e-07,6.930471130317528e-08,2.1946460274091528e-11,5.61125321554834e-12,5.0298313604869075e-18,1.1402878641320058e-11,6.823766551811161e-11,0.9999997019767761,img_07369.jpg
0.9997791051864624,9.789590145470317e-12,2.5727767138938873e-11,2.426884058887294e-17,3.729127306766473e-27,1.039109052167024e-13,6.955383253110105e-17,0.0002209442318417132,img_07755.jpg
0.9999288121859232,2.676939311404188e-06,1.0723256871172976e-07,3.3757412380225714e-07,6.17535865299097e-15,6.755446887440665e-05,3.6304550828678235e-07,2.0622662940302425e-07,img_07814.jpg
3.82504413209972e-06,5.327533614263302e-08,2.5459804403604736e-11,2.3723480675714526e-15,1.4426152667546978e-20,2.59971623221833e-13,1.978186781048663e-10,0.9999961256980896,img_00796.jpg
0.38237878496076405,0.0016184560362262346,0.00034778862029302606,0.00013166965801221655,2.659695894635814e-07,0.006415738260837727,0.0011397420894511225,0.6079675704240799,img_01691.jpg
0.9167789220809937,0.002112365560606122,0.05088052526116371,0.00017231234232895076,2.9243699373182608e-06,0.0019615597557276487,0.0029156391974538565,0.025175713002681732,img_01125.jpg
0.9980152368545532,0.00027975326829619005,1.4055339957863567e-05,4.734679714957224e-08,1.6656383341811728e-11,0.0013960185868199914,2.1671954613111667e-07,0.0002947234246676089,img_02513.jpg
2.3429830298127285e-10,1.2236962566252219e-17,6.333608924359634e-16,7.15268697917829e-20,8.510495240610981e-23,1.6163944098132599e-12,0.9999999403953552,4.325513813796533e-08,img_00427.jpg
2.273399871133286e-11,1.911586222647088e-09,2.9871437448090554e-16,5.800553558430172e-23,4.86726841483624e-28,6.968309066875073e-20,6.84314146143156e-17,1.0,img_05184.jpg
0.035825762897729874,6.226749604820725e-08,4.8829531529293035e-09,7.199273399649542e-10,1.188729765121653e-14,2.87569696411083e-06,0.9641687870025635,2.5752897272468545e-06,img_05873.jpg
0.999428391456604,0.0003146104697862029,5.1234311420178535e-05,1.7193300777540443e-07,3.5156116945160574e-11,1.809016233389471e-05,4.165700552534804e-06,0.00018331198589294218,img_05086.jpg
0.998107930024465,4.756268735991072e-06,1.4546259461657862e-07,8.650748669352733e-08,9.656463829919168e-14,1.54422582006782e-06,3.172024094641482e-08,0.0018855012731364695,img_06445.jpg
3.205917822879378e-11,1.663874871216109e-10,3.8749542043806247e-19,1.6033692885043118e-19,3.7112296397932824e-27,9.989549031097442e-19,1.4451169481986131e-13,1.0,img_07069.jpg
3.354377440700773e-06,0.6469788551330566,4.8887880410575235e-09,1.4406917499265592e-12,1.3970754967731537e-15,5.623925977693567e-11,9.123536648392161e-11,0.3530178368091583,img_05858.jpg
0.00456364406272769,0.0069885835982859135,4.3240295781288296e-05,1.0174345334235113e-05,2.0025422031721973e-07,4.926038673147559e-05,0.0004780552990268916,0.9878668785095215,img_05667.jpg
4.4933301978744566e-05,0.00016504799714311957,4.69481094000912e-08,2.09777386434018e-11,1.3846295122835542e-14,1.4820951410587924e-10,1.4207405030219888e-08,0.9997899532318115,img_02262.jpg
9.239490682960705e-13,1.8834920290089485e-09,1.1427333402808587e-16,4.1307246642389056e-23,3.856395228098588e-30,5.359714355656642e-22,3.497436275265268e-20,1.0,img_05170.jpg
0.9993654489517212,8.621305823908187e-06,1.7380418881884907e-08,4.480989801436408e-08,1.2042943682219476e-13,9.607103129383177e-05,1.3334546622445487e-07,0.000529807060956955,img_04202.jpg
0.0031281684059649706,2.148983912775293e-05,7.595765083578954e-08,3.210330845604403e-08,3.152166895559194e-12,4.344160799973906e-07,1.2718126995991952e-08,0.996849775314331,img_05655.jpg
0.9942472378412882,0.0017009689851571845,2.3859946622906136e-05,0.0010967968123340073,3.3484355646864246e-09,0.0023462928353374934,3.186504210717089e-05,0.0005529991190087458,img_05501.jpg
0.9850476861000061,0.0003479560797828185,0.0006230483026257743,0.012344999180432081,1.5823137489656938e-08,0.00134566537650187,9.108243162319414e-05,0.00019955128794926224,img_06629.jpg
0.3346801996231079,0.0003409733180887997,3.0790870368946344e-05,2.7546255296329036e-05,2.5104467393788354e-09,0.0010103321401402354,4.3969109242425475e-07,0.6639097929000854,img_06228.jpg
0.999519407749176,7.428617601590304e-05,3.755476114114531e-08,5.647014206748959e-10,4.622766375028891e-14,0.0003979439392196582,9.948633913903215e-08,8.251954312754606e-06,img_07520.jpg
0.014796087518334389,0.07407021522521973,0.033327411860227585,1.7894068150781095e-05,8.278407790385245e-07,0.006948563735932112,3.30535440298263e-05,0.8708059787750244,img_02038.jpg
0.9957418441772461,2.59549466363751e-07,8.470470902466332e-08,8.233689424708146e-11,2.234017899345491e-16,6.100672411690766e-09,6.886604619893433e-09,0.004257783759385347,img_03251.jpg
1.0050391768823275e-10,1.526350296154888e-10,1.0,1.8312989962491902e-16,3.787165008982489e-20,2.748690470569373e-16,5.903309305011753e-16,6.65764665619406e-11,img_05782.jpg
1.4114134123596744e-12,5.601752411209773e-20,2.5901564682009776e-20,1.0,5.896096474684962e-30,4.7605048271982144e-17,1.4322818421993499e-19,8.88244326142611e-18,img_03774.jpg
0.00011070893378928304,3.0169224896070546e-09,9.733277551993158e-13,3.3810839455004535e-16,1.6945507725971602e-21,1.671396988910459e-13,7.992462802697275e-10,0.9998893737792969,img_02255.jpg
0.9440756440162659,0.05540238754474558,5.326498602187257e-07,6.19321241401849e-07,1.532625874051585e-11,0.0005156925226401654,1.617229479222715e-07,4.980084213457303e-06,img_03636.jpg
0.8541557987531027,0.14577538958166278,1.5678705295019163e-08,1.1417420257009425e-06,6.638587076077222e-13,1.4711382992231107e-05,9.332259122110838e-07,5.2001819895609466e-05,img_01265.jpg
0.27551546855829656,0.025633655062847538,0.00025034260033862665,1.4986090718593914e-05,1.855694320429535e-08,0.6933506727218628,0.00015248110366883338,0.005082325078547001,img_06719.jpg
5.710230834665708e-05,6.891119896934583e-10,9.167172576596272e-10,5.99744165441507e-09,6.318559499403353e-14,0.9999420642852783,1.0339709533013774e-08,8.372918500754167e-07,img_04396.jpg
0.00029202504083514214,0.9995276927947998,3.576885632128324e-08,3.2012812400949997e-09,2.095733959636692e-12,2.038157198569479e-09,2.874388727036603e-09,0.00018030255159828812,img_00774.jpg
0.991481363773346,2.038581733359024e-05,4.337081772742834e-06,3.2883463330080073e-08,1.3706697714228786e-12,0.008442660025320948,2.664466534962884e-07,5.096140201885646e-05,img_03282.jpg
9.244419925380498e-05,3.860032848024275e-06,7.644359101277587e-08,1.184382725227806e-08,7.522013407653717e-15,1.067276329536071e-07,2.7855170947610475e-10,0.9999035596847534,img_03096.jpg
1.2586431694217026e-05,1.6174702466287272e-08,4.179839141471575e-09,1.0682723455834875e-10,1.6747227060179667e-16,7.166404691894002e-10,4.239744999523509e-09,0.9999873638153076,img_07395.jpg
0.992335170507431,0.006394656529664644,6.931826555978127e-05,1.3405602114768822e-05,5.3452070097959185e-09,0.0006908378071557308,2.5435965255796167e-05,0.0004711194395099483,img_05163.jpg
1.0130508343308975e-07,7.80016051749044e-09,1.7245253836062346e-11,3.3039996062564575e-15,1.3155673040029712e-19,1.866468134562038e-12,5.485503162816485e-10,0.9999998807907104,img_05837.jpg
0.9916292428970337,0.00022090919082984328,0.0027715591713786125,5.149575343921242e-08,4.56610530635837e-12,1.6431841913799872e-06,6.754462447133847e-06,0.0053697978146374226,img_03509.jpg
0.9969966113567352,8.874616668208546e-07,5.443787787218213e-08,8.521395256089193e-10,1.3577404904572504e-15,0.0030007513722694057,2.9270661588975955e-10,1.6937012787821004e-06,img_02635.jpg
1.8436663594911806e-05,1.6507847249158658e-05,1.460225829141848e-09,4.521761298725835e-10,7.481360908383194e-14,5.694428040214916e-09,1.7043028099905655e-09,0.9999650716781616,img_07765.jpg
0.15415580570697784,2.5162190109284666e-09,3.363519951449234e-08,1.5586501273673337e-12,4.250598272140516e-18,3.909305934524099e-10,1.8375831412065224e-10,0.8458441495895386,img_07747.jpg
1.0,6.740487612644701e-21,7.69827592417266e-20,8.419701768041112e-25,0.0,1.3199471581380147e-17,4.8452795595177456e-12,5.5127977242842505e-14,img_06086.jpg
0.9925596316655477,0.002614166043121221,1.844966266399221e-05,4.107671729869186e-06,3.540958708190999e-09,0.004644224365317011,2.000120146058067e-05,0.00013945501948361047,img_06360.jpg
3.194298187736422e-05,1.8452757899467542e-07,3.6979436873751936e-11,1.1707579350428432e-12,1.8909296922194193e-15,2.080514427404978e-08,9.330020844799947e-08,0.9999677538871765,img_04472.jpg
0.9896138608455658,0.010165382991544902,3.075292532628282e-06,8.140870739481443e-05,8.639027579242231e-11,6.67087733745575e-05,1.4560492672899272e-05,5.499119470186997e-05,img_04477.jpg
0.9999262094497681,1.81803698069416e-05,5.024686444699e-09,7.770200038947905e-10,6.082769328513574e-15,4.742381497635506e-05,6.231882139218214e-07,7.517450285376981e-06,img_03586.jpg
0.4728604853153229,0.0006584139773622155,0.5060821175575256,0.00028068062965758145,2.9879348772965386e-08,0.008439656347036362,5.971704922558274e-06,0.011672640219330788,img_00165.jpg
3.0233264624257572e-05,3.30248290936197e-08,2.5332895503549224e-11,1.069931122865686e-11,7.626694169654765e-19,9.949032049594297e-12,7.144131206754389e-12,0.9999697208404541,img_07588.jpg
5.232092536999744e-12,5.2389772520200495e-08,8.554388100656674e-12,1.146709604102846e-15,5.79061971704065e-21,1.9283619839827182e-14,1.2612077994380438e-13,0.9999999403953552,img_07388.jpg
0.5054550170898438,9.575847798259929e-05,4.2388208385091275e-05,2.0396312265802408e-06,4.973542133690501e-10,0.47754326462745667,0.015672806650400162,0.0011887011351063848,img_02802.jpg
0.9484015703201294,0.021717945113778114,2.641537503222935e-05,3.48961038980633e-05,5.235632727362827e-08,0.004727382678538561,0.0004052843723911792,0.024686381220817566,img_03682.jpg
0.005224255844950676,1.264379676513272e-07,3.821033711659538e-09,8.430784873780794e-06,5.250966762099241e-13,0.9947619438171387,4.485740134896332e-08,5.1453221203701105e-06,img_01526.jpg
0.0059166341088712215,0.023007899522781372,2.318598202322164e-09,2.5693266958448646e-10,6.180580246339528e-16,1.4349400834223758e-10,3.2666872584741213e-07,0.971075177192688,img_03787.jpg
2.043525910266908e-06,0.9999977946281433,4.729301734843032e-14,7.737863660635478e-15,1.1853705780831592e-20,4.994089993978768e-13,2.1867043223898486e-13,1.801745526108789e-07,img_02553.jpg
0.876990795135498,2.682291051314678e-05,3.2056909731181804e-06,4.517215046462297e-08,8.918599886387213e-11,0.017191525548696518,2.5722881673573283e-06,0.1057850643992424,img_00665.jpg
0.9999911586443583,1.6581913507762237e-09,8.778705541540165e-10,6.165155621684983e-14,2.4305662126287847e-22,8.185795382947069e-11,1.1369738469717203e-07,8.734746292428432e-06,img_04589.jpg
0.970288872718811,0.0040587433613836765,0.00015333184273913503,1.4643658687418792e-05,9.909906850680272e-08,0.004044734872877598,0.00031955502345226705,0.021120060235261917,img_04100.jpg
0.9996538758277893,1.4944997701604734e-05,1.0635080316401258e-09,2.4096082144571887e-11,8.695315977576623e-16,0.0002806935226544738,2.4691576561153283e-09,5.0480980860356794e-05,img_06184.jpg
0.995226263999939,0.0004661772818508325,2.1259595087030903e-05,1.4789588476560311e-05,4.32175989439898e-10,0.0032465914846397936,1.824403807404451e-05,0.0010067117109429091,img_05745.jpg
4.380744725307473e-11,7.823543590745885e-09,9.597806490541094e-13,3.3274465539682996e-13,2.3002529279558694e-20,3.751197703155684e-12,8.666854668833157e-14,1.0,img_02712.jpg
1.0,6.755395650829372e-15,6.159577429137647e-15,2.5818522210857987e-19,2.483361590688413e-30,3.6448383200493595e-10,6.063367066092314e-18,2.1752050827217317e-08,img_03307.jpg
0.002042433712631464,7.855236461296045e-09,7.737705476351664e-10,4.996097424658785e-10,9.482119950332546e-13,4.628517490345985e-05,0.9979110956192017,1.2916258640416345e-07,img_02478.jpg
0.3078806698322296,6.887524796184152e-05,0.03140106797218323,7.594909220642876e-06,1.5405022812942093e-09,0.14045357704162598,4.013894067611545e-05,0.5201481580734253,img_01625.jpg
2.2795081100479564e-10,7.0823546138854e-08,2.0019134462125054e-13,2.168625036758438e-17,7.311434237739733e-23,2.7723818497551778e-18,2.0484594923098065e-11,0.9999999403953552,img_05108.jpg
0.5748428702354431,6.082744442685584e-13,0.4251571297645569,2.091439001150608e-12,9.978028782163956e-29,1.920871042972883e-17,4.05706308891928e-16,1.8070062779429463e-08,img_03463.jpg
0.34003978967666626,1.0064110028906725e-05,1.6431429685326293e-05,3.7077583669997694e-07,2.2564912438571838e-10,0.6550655364990234,0.00324432086199522,0.0016235505463555455,img_01993.jpg
0.741510272026062,9.399550617672503e-05,4.113916293135844e-05,3.782838575716596e-06,1.925720916062801e-09,0.013802011497318745,1.699393760645762e-05,0.2445317506790161,img_07048.jpg
0.9998675584793091,2.1976893638253614e-09,5.410872194744343e-09,3.988622366418726e-12,3.995170560001458e-20,1.1684117007249029e-09,3.842402090947772e-11,0.00013243587454780936,img_02174.jpg
0.9999491572380066,2.0642931986003532e-07,7.262301870980536e-11,1.3463310327699318e-11,2.798274877674772e-18,6.6367074396112e-06,2.340146132429055e-10,4.4034204620402306e-05,img_06213.jpg
4.74609259981662e-06,0.9999066591262817,2.20475527612507e-07,1.7138750141310055e-10,6.639262436266419e-14,5.12626781301595e-11,1.6527726409698573e-10,8.834539039526135e-05,img_04185.jpg
1.0,1.9696235961652597e-11,4.472808299953168e-15,2.5449822479436843e-18,4.428508892881084e-29,1.1118702313017703e-11,2.959701200806996e-17,1.0936018313145723e-08,img_06670.jpg
0.9563137888908386,0.006568580167368054,0.009140309194890506,0.0008299644824016165,5.370798800511759e-07,0.0017462015506074142,0.007559231866707705,0.01784133693824212,img_06887.jpg
6.396414074405499e-06,6.94224374980703e-14,2.982146005923864e-12,4.342678098870898e-16,5.473782797681571e-21,0.9999935925006866,8.662723099094584e-13,7.482455904872509e-10,img_03395.jpg
0.9984861314296722,0.00013705888704862446,3.111203568550991e-06,8.216535846150563e-08,2.975605805049901e-13,0.0013607988557851058,1.0023444918516589e-07,1.2738671159695514e-05,img_06252.jpg
0.009870802983641624,0.00019597528444137424,1.2018010693282122e-06,8.288398021250032e-07,1.5709926415308217e-10,6.73475506118848e-06,1.0266377614698285e-07,0.989924430847168,img_07226.jpg
0.017962470434213174,0.008193591305499126,0.0003544745488071044,7.350990171398064e-05,1.8039695690985744e-06,0.0002422366762667716,0.00010667884953363682,0.9730652272701263,img_03313.jpg
